,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,# unique markers (of 43),# multi-copy,Taxonomy,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,# genomic features,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,status,superkingdom,phylum,class,order,family,genus,species,strain,sample_id
41N_Month1_24_S1898,Bacteria,5449,104,58,0,80,24,0,0,0,100.0,17.24,100.0,29,14,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,45,45,25,18,10,3,5588818,5588818,5545127,5492848,5382995,5168060,45,5009945,5588818,5062596,50.66,50.60,5009945,5009945,5009945,5009945,1,1,1,1,15,15,296889,11,0,0,0,0 + 0 part,0,99.954,1.104,0.00,7.31,2.89,0 + 0 part,5008747,5586677,5008747,5008747,5008747,5008747,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month1_24_S1898.fasta
41N_Month1_2_S1817,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062175,5061755,5060095,5051539,5051539,5011503,4,5011503,5061755,5062596,50.60,50.60,5011503,5011503,5011503,5011503,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.89,0.06,0 + 0 part,5011503,5061755,5011503,5011503,5011503,5011503,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month1_2_S1817.fasta
41N_Month1_3_S1825,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,8,5,4,2,2,1,5062050,5061325,5059665,5044601,5044601,5011504,5,5011504,5061325,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.975,1.000,0.00,0.30,0.00,0 + 0 part,5011504,5061325,5011504,5011504,5011504,5011504,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month1_3_S1825.fasta
41N_Month1_4_S18,Bacteria,5449,104,58,0,98,6,0,0,0,100.0,6.9,100.0,38,5,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,39,39,25,16,7,1,5496586,5496586,5465222,5398456,5234283,5010265,39,5010265,5496586,5062596,50.63,50.60,5010265,5010265,5010265,5010265,1,1,1,1,6,6,109275,11,0,0,0,0 + 0 part,0,99.909,1.087,0.00,8.62,1.27,0 + 0 part,5008968,5494566,5008968,5008968,5008968,5008968,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month1_4_S18.fasta
41N_Month1_5_S1841,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062176,5061756,5060096,5051540,5051540,5011504,4,5011504,5061756,5062596,50.60,50.60,5011504,5011504,5011504,5011504,1,1,1,1,0,0,0,1,0,0,0,0 + 0 part,0,99.979,1.000,0.00,0.34,0.00,0 + 0 part,5011258,5061510,5011258,5011258,5011258,5011258,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month1_5_S1841.fasta
41N_Month1_6_S1849,Bacteria,5449,104,58,0,91,13,0,0,0,100.0,17.4,92.31,39,4,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,232,232,79,26,4,2,6160799,6160799,5809501,5441955,5145625,5064220,232,5010838,6160799,5062596,50.67,50.60,5010838,5010838,5010838,5010838,1,1,1,1,164,148,5837885,9,0,0,0,0 + 1 part,1261,99.98,1.217,0.00,24.02,6.90,0 + 0 part,4917284,6154554,4917284,4917284,4917284,4917284,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month1_6_S1849.fasta
41N_Month1_7_S1857,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,7,3,2,2,1,5061931,5061090,5048887,5040331,5040331,5011501,7,5011501,5061090,5062596,50.60,50.60,5011501,5011501,5011501,5011501,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.97,1.000,0.00,1.11,0.06,0 + 0 part,5011501,5061090,5011501,5011501,5011501,5011501,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month1_7_S1857.fasta
41N_Month1_8_S1865,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,69,34,26,20,18,12,5020304,5010446,4990470,4948591,4921421,4708853,38,1185431,5013060,5062596,50.57,50.60,747198,747198,358910,358910,3,3,6,6,0,0,0,0,0,0,0,0 + 0 part,0,99.022,1.000,0.00,0.16,0.00,0 + 0 part,1185431,5013060,747198,747198,358910,358910,3,3,6,6,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month1_8_S1865.fasta
41N_Month1_9_S187,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,16,15,11,8,7,5,5176244,5176116,5161615,5138376,5125136,5046670,15,3334548,5176116,5062596,50.59,50.60,3334548,3334548,1242241,1242241,1,1,2,2,3,3,205019,7,0,0,0,0 + 0 part,0,99.552,1.027,0.00,4.54,0.77,0 + 0 part,3334360,5175287,3334360,3334360,1241865,1241865,1,1,2,2,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month1_9_S187.fasta
41N_Month3_10_S1497,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062234,5061814,5060154,5051598,5051598,5011562,4,5011562,5061814,5062596,50.60,50.60,5011562,5011562,5011562,5011562,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,2.39,0.10,0 + 0 part,5011562,5061814,5011562,5011562,5011562,5011562,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_10_S1497.fasta
41N_Month3_11_S1505,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,74,35,27,21,17,12,5020605,5010273,4990297,4948393,4880078,4708835,38,1185431,5012284,5062596,50.57,50.60,396565,396565,347698,347698,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,99.005,1.000,0.00,0.06,0.02,0 + 0 part,1185431,5012284,396565,396565,347698,347698,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_11_S1505.fasta
41N_Month3_12_S151,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062234,5061814,5060154,5051598,5051598,5011562,4,5011562,5061814,5062596,50.60,50.60,5011562,5011562,5011562,5011562,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,2.43,0.06,0 + 0 part,5011562,5061814,5011562,5011562,5011562,5011562,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_12_S151.fasta
41N_Month3_13_S1426,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,12,7,3,2,2,1,5056317,5055288,5043085,5034529,5034529,5005699,7,5005699,5055288,5062596,50.59,50.60,5005699,5005699,5005699,5005699,1,1,1,1,1,1,5005699,0,0,0,0,0 + 0 part,0,99.854,1.000,0.00,2.00,0.30,0 + 0 part,4340534,5055288,4340534,4340534,4340534,4340534,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_13_S1426.fasta
41N_Month3_14_S1434,Bacteria,5449,104,58,0,81,23,0,0,0,100.0,15.83,95.65,32,11,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,519,519,32,10,9,8,6132045,6132045,5158817,5018515,5008254,4966421,519,1324585,6132045,5062596,50.56,50.60,917130,917130,173753,847992,3,3,6,4,453,370,1009797,9,0,0,0,0 + 1 part,761,99.33,1.219,0.00,27.44,15.11,0 + 0 part,1324585,6121205,916993,916993,172992,847837,3,3,6,4,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_14_S1434.fasta
41N_Month3_15_S1442,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,10,7,3,2,2,1,5061841,5061116,5051143,5042609,5042609,5011501,7,5011501,5061116,5062596,50.60,50.60,5011501,5011501,5011501,5011501,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.971,1.000,0.00,3.18,0.08,0 + 0 part,5011501,5061116,5011501,5011501,5011501,5011501,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_15_S1442.fasta
41N_Month3_16_S145,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062235,5061815,5060155,5051599,5051599,5011563,4,5011563,5061815,5062596,50.60,50.60,5011563,5011563,5011563,5011563,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,2.47,0.08,0 + 0 part,5011563,5061815,5011563,5011563,5011563,5011563,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_16_S145.fasta
41N_Month3_17_S1458,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062234,5061814,5060154,5051598,5051598,5011562,4,5011562,5061814,5062596,50.60,50.60,5011562,5011562,5011562,5011562,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,2.25,0.06,0 + 0 part,5011562,5061814,5011562,5011562,5011562,5011562,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_17_S1458.fasta
41N_Month3_18_S1466,Bacteria,5449,104,58,0,102,2,0,0,0,100.0,1.72,100.0,41,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,7,6,5,4,4,2,5172971,5172551,5170891,5162335,5162335,5081036,6,5011572,5172551,5062596,50.61,50.60,5011572,5011572,5011572,5011572,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.022,0.00,1.05,0.16,0 + 0 part,5011572,5172502,5011572,5011572,5011572,5011572,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_18_S1466.fasta
41N_Month3_19_S1474,Bacteria,5449,104,58,0,84,20,0,0,0,100.0,22.34,100.0,34,9,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,354,354,30,7,4,3,5876374,5876374,5231424,5077951,5036229,4994059,354,2390532,5876374,5062596,50.60,50.60,2057447,2057447,2057447,2057447,2,2,2,2,227,208,5008447,12,0,0,0,0 + 2 part,3922,99.694,1.164,0.00,22.86,10.60,0 + 0 part,2225401,5867529,1978540,1978540,546080,1978540,2,2,3,2,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_19_S1474.fasta
41N_Month3_1_S1425,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,75,40,28,23,19,14,5019630,5010748,4979198,4943804,4875615,4708765,42,747198,5011854,5062596,50.57,50.60,396565,396565,279678,279678,5,5,8,8,0,0,0,2,0,0,0,0 + 0 part,0,98.987,1.000,0.00,0.14,0.02,0 + 0 part,746902,5011558,396565,396565,279678,279678,5,5,8,8,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_1_S1425.fasta
41N_Month3_20_S1482,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,10,7,3,2,2,1,5061921,5061206,5048889,5040333,5040333,5011503,7,5011503,5061206,5062596,50.60,50.60,5011503,5011503,5011503,5011503,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.973,1.000,0.00,0.45,0.02,0 + 0 part,5011503,5061206,5011503,5011503,5011503,5011503,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_20_S1482.fasta
41N_Month3_21_S149,Bacteria,5449,104,58,0,99,5,0,0,0,100.0,6.9,100.0,41,2,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,14,14,14,11,7,4,5433295,5433295,5433295,5411280,5358697,5245455,14,5010392,5433295,5062596,50.65,50.60,5010392,5010392,5010392,5010392,1,1,1,1,5,5,184819,7,0,0,0,0 + 0 part,0,99.702,1.076,0.00,4.38,0.97,0 + 0 part,5009575,5432346,5009575,5009575,5009575,5009575,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_21_S149.fasta
41N_Month3_22_S1498,Bacteria,5449,104,58,0,101,3,0,0,0,100.0,5.17,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,170,138,18,5,4,3,5360846,5348792,5122643,5045004,5031534,4994416,147,3636855,5354878,5062596,50.63,50.60,3636855,3636855,849438,849438,1,1,2,2,33,32,126661,1,0,0,0,0 + 0 part,0,99.601,1.062,0.00,12.14,6.96,0 + 0 part,3635504,5353011,3635504,3635504,849438,849438,1,1,2,2,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_22_S1498.fasta
41N_Month3_23_S1506,Bacteria,5449,104,58,0,94,10,0,0,0,100.0,6.27,100.0,35,8,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,77,50,12,3,2,1,5193072,5180712,5113179,5057002,5045340,5011328,59,5011328,5187524,5062596,50.63,50.60,5011328,5011328,5011328,5011328,1,1,1,1,16,14,71906,2,0,0,0,0 + 0 part,0,99.87,1.026,0.00,10.13,4.25,0 + 0 part,5010884,5186733,5010884,5010884,5010884,5010884,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_23_S1506.fasta
41N_Month3_24_S1514,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,77,39,28,23,18,13,5019774,5009583,4979064,4943728,4850867,4683891,42,1185431,5011594,5062596,50.57,50.60,396565,396565,268809,268809,4,4,7,7,0,0,0,1,0,0,0,0 + 0 part,0,98.987,1.000,0.00,0.16,0.02,0 + 0 part,1185431,5011594,396565,396565,268809,268809,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_24_S1514.fasta
41N_Month3_2_S14,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,17,17,16,12,8,5,5485121,5485121,5484116,5451549,5367081,5258364,17,5010652,5485121,5062596,50.66,50.60,5010652,5010652,5010652,5010652,1,1,1,1,1,1,62578,8,0,0,0,0 + 0 part,0,99.7,1.087,0.00,2.44,1.15,0 + 0 part,5010056,5484230,5010056,5010056,5010056,5010056,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_2_S14.fasta
41N_Month3_3_S1441,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,18,18,17,15,12,7,5317940,5317940,5313057,5295400,5227182,5037198,18,2941193,5317940,5062596,50.61,50.60,2941193,2941193,1310921,1310921,1,1,2,2,6,4,323369,11,0,0,0,0 + 0 part,0,99.476,1.056,0.00,3.24,0.42,0 + 0 part,2939520,5315879,2939520,2939520,1310921,1310921,1,1,2,2,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_3_S1441.fasta
41N_Month3_4_S1449,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5061808,5061388,5059728,5051172,5051172,5011136,4,5011136,5061388,5062596,50.60,50.60,5011136,5011136,5011136,5011136,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.976,1.000,0.00,2.86,0.12,0 + 0 part,5011136,5061388,5011136,5011136,5011136,5011136,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_4_S1449.fasta
41N_Month3_5_S1457,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,17,11,5,4,4,3,5061630,5059206,5046081,5037525,5037525,5006417,13,4500341,5060717,5062596,50.60,50.60,4500341,4500341,4500341,4500341,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.869,1.001,0.00,2.73,0.14,0 + 0 part,4500341,5060691,4500341,4500341,4500341,4500341,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_5_S1457.fasta
41N_Month3_6_S1465,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,66,37,26,21,17,13,5019944,5011771,4981228,4945250,4868767,4747630,41,1185431,5014529,5062596,50.57,50.60,406373,406373,268809,268809,4,4,7,7,0,0,0,2,0,0,0,0 + 0 part,0,99.049,1.000,0.00,0.72,0.02,0 + 0 part,1185431,5014529,406373,406373,268809,268809,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_6_S1465.fasta
41N_Month3_7_S147,Bacteria,5449,104,58,1,76,27,0,0,0,98.28,26.0,96.3,34,9,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,502,502,31,22,21,18,5850593,5850593,4960403,4899012,4881887,4769281,502,650182,5850593,5062596,50.55,50.60,252371,329908,162407,190535,7,6,14,11,457,373,1892922,13,0,0,0,0 + 3 part,3557,97.942,1.179,0.00,33.32,16.40,0 + 0 part,634265,5839260,252371,329888,99848,171790,7,6,15,11,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_7_S147.fasta
41N_Month3_8_S1481,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062234,5061814,5060154,5051598,5051598,5011562,4,5011562,5061814,5062596,50.60,50.60,5011562,5011562,5011562,5011562,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,2.29,0.10,0 + 0 part,5011562,5061814,5011562,5011562,5011562,5011562,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_8_S1481.fasta
41N_Month3_9_S1489,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062235,5061815,5060155,5051599,5051599,5011563,4,5011563,5061815,5062596,50.60,50.60,5011563,5011563,5011563,5011563,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,1.48,0.08,0 + 0 part,5011563,5061815,5011563,5011563,5011563,5011563,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month3_9_S1489.fasta
41N_Month6_10_S457,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,7,3,2,2,1,5061975,5061134,5048931,5040375,5040375,5011545,7,5011545,5061134,5062596,50.60,50.60,5011545,5011545,5011545,5011545,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.97,1.000,0.00,0.53,0.06,0 + 0 part,5011545,5061134,5011545,5011545,5011545,5011545,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month6_10_S457.fasta
41N_Month6_10_S841,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,4,3,2,2,1,5062236,5061816,5060156,5051600,5051600,5011564,4,5011564,5061816,5062596,50.60,50.60,5011564,5011564,5011564,5011564,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.983,1.000,0.00,0.32,0.02,0 + 0 part,5011564,5061816,5011564,5011564,5011564,5011564,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month6_10_S841.fasta
41N_Month6_11_S465,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,13,13,13,12,11,9,5180930,5180930,5180930,5172374,5160408,5079996,13,1669767,5180930,5062596,50.59,50.60,971860,971860,720085,720085,2,2,4,4,3,3,125933,6,0,0,0,0 + 0 part,0,99.698,1.026,0.00,1.51,0.12,0 + 0 part,1669529,5180056,971672,971672,719897,719897,2,2,4,4,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month6_11_S465.fasta
41N_Month6_11_S849,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,65,33,26,21,17,12,5020675,5010659,4991776,4956440,4887891,4709709,37,1185431,5013479,5062596,50.57,50.60,396565,396565,347638,347638,4,4,7,7,0,0,0,0,0,0,0,0 + 0 part,0,99.03,1.000,0.00,0.06,0.00,0 + 0 part,1185431,5013479,396565,396565,347638,347638,4,4,7,7,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month6_11_S849.fasta
41N_Month6_12_S473,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,11,7,3,2,2,1,5061976,5061135,5048932,5040376,5040376,5011546,7,5011546,5061135,5062596,50.60,50.60,5011546,5011546,5011546,5011546,1,1,1,1,0,0,0,0,0,0,0,0 + 0 part,0,99.97,1.000,0.00,0.99,0.04,0 + 0 part,5011546,5061135,5011546,5011546,5011546,5011546,1,1,1,1,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,,41N_Month6_12_S473.fasta
