,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,# unique markers (of 43),# multi-copy,Taxonomy,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,# genomic features,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,ID,status,superkingdom,phylum,class,order,family,genus
24N_Day7_13_S1306,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,164,71,45,35,25,20,4986944,4954238,4892388,4825544,4670331,4492055,94,611060,4969806,5064668,50.53,50.57,253347,253347,112988,112988,6,6,12,12,0,0,0,1,0,0,0,0 + 0 part,0,98.122,1.000,0.00,1.49,0.06,4590 + 58 part,611060,4969777,253347,253347,112988,112988,6,6,12,12,AZ20_assemblies/24N_Day7_13_S1306.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_14_S1307,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065160,5065160,5061987,5056473,5056473,5056473,3,5056473,5065160,5064668,50.57,50.57,5056473,5056473,5056473,5056473,1,1,1,1,2,1,5056473,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.61,0.26,4731 + 1 part,4694543,5064089,4694543,4694543,4694543,4694543,1,1,1,1,AZ20_assemblies/24N_Day7_14_S1307.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_15_S1308,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065308,5065308,5062135,5056621,5056621,5056621,3,5056621,5065308,5064668,50.57,50.57,5056621,5056621,5056621,5056621,1,1,1,1,2,1,5056621,1,0,0,0,0 + 0 part,0,99.924,1.001,0.00,6.64,0.14,4731 + 1 part,4694554,5064101,4694554,4694554,4694554,4694554,1,1,1,1,AZ20_assemblies/24N_Day7_15_S1308.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_16_S1309,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065170,5065170,5061997,5056483,5056483,5056483,3,5056483,5065170,5064668,50.57,50.57,5056483,5056483,5056483,5056483,1,1,1,1,2,1,5056483,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,3.99,0.36,4729 + 3 part,4694376,5063922,4694376,4694376,4694376,4694376,1,1,1,1,AZ20_assemblies/24N_Day7_16_S1309.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_17_S1,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065159,5065159,5061986,5056472,5056472,5056472,3,5056472,5065159,5064668,50.57,50.57,5056472,5056472,5056472,5056472,1,1,1,1,2,1,5056472,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.08,0.20,4731 + 1 part,4694542,5064088,4694542,4694542,4694542,4694542,1,1,1,1,AZ20_assemblies/24N_Day7_17_S1.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_18_S1,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065168,5065168,5061995,5056481,5056481,5056481,3,5056481,5065168,5064668,50.57,50.57,5056481,5056481,5056481,5056481,1,1,1,1,2,1,5056481,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,3.48,0.34,4730 + 2 part,4694373,5063920,4694373,4694373,4694373,4694373,1,1,1,1,AZ20_assemblies/24N_Day7_18_S1.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_19_S1312,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065179,5065179,5062006,5056492,5056492,5056492,3,5056492,5065179,5064668,50.57,50.57,5056492,5056492,5056492,5056492,1,1,1,1,2,1,5056492,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,2.47,0.12,4730 + 2 part,4694384,5063931,4694384,4694384,4694384,4694384,1,1,1,1,AZ20_assemblies/24N_Day7_19_S1312.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_1_S769,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065158,5065158,5061985,5056471,5056471,5056471,3,5056471,5065158,5064668,50.57,50.57,5056471,5056471,5056471,5056471,1,1,1,1,2,1,5056471,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.92,0.26,4730 + 2 part,4694541,5064087,4694541,4694541,4694541,4694541,1,1,1,1,AZ20_assemblies/24N_Day7_1_S769.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_20_S131,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,170,71,45,36,27,21,4987322,4953672,4892164,4830864,4696740,4491838,94,611060,4969240,5064668,50.53,50.57,253394,253394,112988,112988,7,7,13,13,0,0,0,1,0,0,0,0 + 0 part,0,98.111,1.000,0.00,0.74,0.00,4591 + 57 part,611060,4969239,253394,253394,112988,112988,7,7,13,13,AZ20_assemblies/24N_Day7_20_S131.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_21_S1314,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065171,5065171,5061998,5056484,5056484,5056484,3,5056484,5065171,5064668,50.57,50.57,5056484,5056484,5056484,5056484,1,1,1,1,2,1,5056484,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,3.50,0.24,4729 + 3 part,4694376,5063923,4694376,4694376,4694376,4694376,1,1,1,1,AZ20_assemblies/24N_Day7_21_S1314.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_22_S1315,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065173,5065173,5062000,5056486,5056486,5056486,3,5056486,5065173,5064668,50.57,50.57,5056486,5056486,5056486,5056486,1,1,1,1,2,1,5056486,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,2.71,0.12,4730 + 2 part,4694378,5063925,4694378,4694378,4694378,4694378,1,1,1,1,AZ20_assemblies/24N_Day7_22_S1315.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_23_S1316,Bacteria,5449,104,58,104,0,0,0,0,0,0.0,0.0,0.0,0,0,,1,1,1,1,1,0,48468,48468,48468,48468,48468,0,1,48468,48468,5064668,49.84,50.57,48468,-,48468,-,1,-,1,-,0,0,0,0,0,0,1,0 + 1 part,35265,0.261,1.000,0.00,3476.48,151.48,14 + 3 part,9961,13203,-,-,-,-,-,-,-,-,AZ20_assemblies/24N_Day7_23_S1316.fasta,nomatch,,,,,,
24N_Day7_24_S1317,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,154,66,43,34,25,18,4990363,4958099,4905012,4838600,4703893,4465391,90,611060,4974296,5064668,50.54,50.57,323484,285293,156552,156552,5,6,11,11,0,0,0,1,0,0,0,0 + 0 part,0,98.211,1.000,0.00,1.25,0.02,4593 + 60 part,611060,4974295,323484,285293,156552,156552,5,6,11,11,AZ20_assemblies/24N_Day7_24_S1317.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_2_S77,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,4,4,3,2,1,1,5081667,5081667,5078494,5072980,5051061,5051061,4,5051061,5081667,5064668,50.55,50.57,5051061,5051061,5051061,5051061,1,1,1,1,1,1,5051061,10,0,0,0,0 + 0 part,0,99.882,1.005,0.00,9.59,0.49,4724 + 7 part,4591675,5080302,4591675,4591675,4591675,4591675,1,1,1,1,AZ20_assemblies/24N_Day7_2_S77.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_3_S77,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065164,5065164,5061991,5056477,5056477,5056477,3,5056477,5065164,5064668,50.57,50.57,5056477,5056477,5056477,5056477,1,1,1,1,2,1,5056477,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.41,0.41,4729 + 3 part,4694547,5064093,4694547,4694547,4694547,4694547,1,1,1,1,AZ20_assemblies/24N_Day7_3_S77.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_4_S772,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065168,5065168,5061995,5056481,5056481,5056481,3,5056481,5065168,5064668,50.57,50.57,5056481,5056481,5056481,5056481,1,1,1,1,2,1,5056481,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.36,0.22,4731 + 1 part,4694551,5064097,4694551,4694551,4694551,4694551,1,1,1,1,AZ20_assemblies/24N_Day7_4_S772.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_5_S77,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065156,5065156,5061983,5056469,5056469,5056469,3,5056469,5065156,5064668,50.57,50.57,5056469,5056469,5056469,5056469,1,1,1,1,2,1,5056469,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.60,0.41,4730 + 2 part,4694539,5064085,4694539,4694539,4694539,4694539,1,1,1,1,AZ20_assemblies/24N_Day7_5_S77.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_6_S774,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065168,5065168,5061995,5056481,5056481,5056481,3,5056481,5065168,5064668,50.57,50.57,5056481,5056481,5056481,5056481,1,1,1,1,2,1,5056481,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.75,0.30,4731 + 1 part,4694551,5064097,4694551,4694551,4694551,4694551,1,1,1,1,AZ20_assemblies/24N_Day7_6_S774.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_7_S775,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065176,5065176,5062003,5056489,5056489,5056489,3,5056489,5065176,5064668,50.57,50.57,5056489,5056489,5056489,5056489,1,1,1,1,2,1,5056489,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.32,0.24,4731 + 1 part,4694559,5064105,4694559,4694559,4694559,4694559,1,1,1,1,AZ20_assemblies/24N_Day7_7_S775.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
24N_Day7_9_S777,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065162,5065162,5061989,5056475,5056475,5056475,3,5056475,5065162,5064668,50.57,50.57,5056475,5056475,5056475,5056475,1,1,1,1,2,1,5056475,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.77,0.26,4731 + 1 part,4694545,5064091,4694545,4694545,4694545,4694545,1,1,1,1,AZ20_assemblies/24N_Day7_9_S777.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_10_S826,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,1.72,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,5,5,4,2,2,2,5176316,5176316,5173143,5162535,5162535,5162535,5,5055873,5176316,5064668,50.58,50.57,5055873,5055873,5055873,5055873,1,1,1,1,2,1,5055873,4,0,0,0,0 + 1 part,941,99.893,1.023,0.00,11.62,0.71,4728 + 3 part,3788579,5174271,3788579,3788579,1262007,1262007,1,1,2,2,AZ20_assemblies/25L_Day7_10_S826.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_11_S827,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065164,5065164,5061991,5056477,5056477,5056477,3,5056477,5065164,5064668,50.57,50.57,5056477,5056477,5056477,5056477,1,1,1,1,2,1,5056477,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.79,0.30,4730 + 2 part,4694547,5064093,4694547,4694547,4694547,4694547,1,1,1,1,AZ20_assemblies/25L_Day7_11_S827.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_12_S828,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,7,7,5,4,4,3,5158429,5158429,5150769,5145255,5145255,5115212,7,4645652,5158429,5064668,50.54,50.57,4645652,4645652,4645652,4645652,1,1,1,1,4,2,4700961,10,0,0,0,0 + 1 part,1451,99.703,1.021,0.00,3.78,0.46,4707 + 5 part,4615188,5154308,4615188,4615188,4615188,4615188,1,1,1,1,AZ20_assemblies/25L_Day7_12_S828.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_13_S1079,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,144,67,43,33,24,19,4974801,4945390,4887997,4814624,4670689,4504339,92,669921,4962293,5064668,50.56,50.57,218085,218085,129919,124665,6,6,12,13,2,2,374833,0,0,0,0,0 + 0 part,0,97.968,1.000,0.00,1.98,0.12,4578 + 62 part,669921,4962290,218085,218085,124665,112988,6,6,13,14,AZ20_assemblies/25L_Day7_13_S1079.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_14_S108,Bacteria,5449,104,58,104,0,0,0,0,0,0.0,0.0,0.0,0,0,,2,2,1,0,0,0,8687,8687,5514,0,0,0,2,5514,8687,5064668,46.33,50.57,5514,-,3173,-,1,-,2,-,0,0,0,0,0,0,0,0 + 0 part,0,0.172,1.000,0.00,11.51,0.00,11 + 1 part,5514,8687,5514,-,3173,-,1,-,2,-,AZ20_assemblies/25L_Day7_14_S108.fasta,nomatch,,,,,,
25L_Day7_16_S1082,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065156,5065156,5061983,5056469,5056469,5056469,3,5056469,5065156,5064668,50.57,50.57,5056469,5056469,5056469,5056469,1,1,1,1,2,1,5056469,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,7.15,0.32,4731 + 1 part,4694539,5064085,4694539,4694539,4694539,4694539,1,1,1,1,AZ20_assemblies/25L_Day7_16_S1082.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_17_S108,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065314,5065314,5062141,5056627,5056627,5056627,3,5056627,5065314,5064668,50.57,50.57,5056627,5056627,5056627,5056627,1,1,1,1,2,1,5056627,2,0,0,0,0 + 0 part,0,99.924,1.001,0.00,9.50,0.43,4730 + 2 part,4694396,5063944,4694396,4694396,4694396,4694396,1,1,1,1,AZ20_assemblies/25L_Day7_17_S108.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_18_S1084,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065158,5065158,5061985,5056471,5056471,5056471,3,5056471,5065158,5064668,50.57,50.57,5056471,5056471,5056471,5056471,1,1,1,1,2,1,5056471,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.48,0.30,4732 + 0 part,4694541,5064087,4694541,4694541,4694541,4694541,1,1,1,1,AZ20_assemblies/25L_Day7_18_S1084.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_19_S1085,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065162,5065162,5061989,5056475,5056475,5056475,3,5056475,5065162,5064668,50.57,50.57,5056475,5056475,5056475,5056475,1,1,1,1,2,1,5056475,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.75,0.38,4730 + 2 part,4694545,5064091,4694545,4694545,4694545,4694545,1,1,1,1,AZ20_assemblies/25L_Day7_19_S1085.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_1_S817,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065164,5065164,5061991,5056477,5056477,5056477,3,5056477,5065164,5064668,50.57,50.57,5056477,5056477,5056477,5056477,1,1,1,1,2,1,5056477,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.89,0.34,4731 + 1 part,4694547,5064093,4694547,4694547,4694547,4694547,1,1,1,1,AZ20_assemblies/25L_Day7_1_S817.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_20_S1086,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065166,5065166,5061993,5056479,5056479,5056479,3,5056479,5065166,5064668,50.57,50.57,5056479,5056479,5056479,5056479,1,1,1,1,2,1,5056479,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.36,0.18,4729 + 3 part,4694549,5064095,4694549,4694549,4694549,4694549,1,1,1,1,AZ20_assemblies/25L_Day7_20_S1086.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_21_S1087,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065162,5065162,5061989,5056475,5056475,5056475,3,5056475,5065162,5064668,50.57,50.57,5056475,5056475,5056475,5056475,1,1,1,1,2,1,5056475,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,3.66,0.30,4731 + 1 part,4694545,5064091,4694545,4694545,4694545,4694545,1,1,1,1,AZ20_assemblies/25L_Day7_21_S1087.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_22_S1088,Bacteria,5449,104,58,104,0,0,0,0,0,0.0,0.0,0.0,0,0,,3,3,0,0,0,0,6521,6521,0,0,0,0,3,3173,6521,5064668,48.84,50.57,2136,-,2136,-,2,-,2,-,0,0,0,0,0,0,0,0 + 0 part,0,0.129,1.000,0.00,76.68,0.00,7 + 4 part,3173,6521,2136,-,2136,-,2,-,2,-,AZ20_assemblies/25L_Day7_22_S1088.fasta,nomatch,,,,,,
25L_Day7_23_S1089,Bacteria,5449,104,58,0,102,2,0,0,0,100.0,3.45,100.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,37,37,28,19,6,2,5581956,5581956,5552899,5495485,5274714,5121481,37,5051775,5581956,5064668,50.55,50.57,5051775,5051775,5051775,5051775,1,1,1,1,12,9,5259603,13,0,0,0,0 + 1 part,1867,99.814,1.104,0.00,14.04,0.97,4714 + 7 part,3467079,5576989,3467079,3467079,1161916,1161916,1,1,2,2,AZ20_assemblies/25L_Day7_23_S1089.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_24_S109,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065177,5065177,5062004,5056490,5056490,5056490,3,5056490,5065177,5064668,50.57,50.57,5056490,5056490,5056490,5056490,1,1,1,1,2,1,5056490,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,2.41,0.16,4730 + 2 part,4694382,5063929,4694382,4694382,4694382,4694382,1,1,1,1,AZ20_assemblies/25L_Day7_24_S109.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_2_S818,Bacteria,5449,104,58,0,103,1,0,0,0,100.0,0.16,0.0,42,1,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,201,75,50,39,26,20,4983801,4945227,4885939,4810988,4579537,4368528,99,611060,4960779,5064668,50.53,50.57,221190,221190,112854,112854,7,7,14,14,0,0,0,0,0,0,0,0 + 0 part,0,97.949,1.000,0.00,0.97,0.02,4573 + 65 part,611060,4960778,221190,221190,112854,112854,7,7,14,14,AZ20_assemblies/25L_Day7_2_S818.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_3_S819,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065164,5065164,5061991,5056477,5056477,5056477,3,5056477,5065164,5064668,50.57,50.57,5056477,5056477,5056477,5056477,1,1,1,1,2,1,5056477,0,0,0,0,0 + 0 part,0,99.924,1.001,0.00,2.02,0.41,4730 + 2 part,4694547,5064093,4694547,4694547,4694547,4694547,1,1,1,1,AZ20_assemblies/25L_Day7_3_S819.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_4_S82,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,135,63,40,33,23,17,4993729,4964738,4916256,4867918,4711406,4505761,89,670044,4982015,5064668,50.54,50.57,323486,323486,156552,156552,5,5,11,11,0,0,0,0,0,0,0,0 + 0 part,0,98.368,1.000,0.00,1.69,0.18,4606 + 55 part,670044,4982012,323486,323486,156552,156552,5,5,11,11,AZ20_assemblies/25L_Day7_4_S82.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
25L_Day7_5_S82,Bacteria,5449,104,58,0,104,0,0,0,0,100.0,0.0,0.0,43,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,3,3,2,1,1,1,5065166,5065166,5061993,5056479,5056479,5056479,3,5056479,5065166,5064668,50.57,50.57,5056479,5056479,5056479,5056479,1,1,1,1,2,1,5056479,1,0,0,0,0 + 0 part,0,99.921,1.001,0.00,2.65,0.18,4729 + 3 part,4694371,5063918,4694371,4694371,4694371,4694371,1,1,1,1,AZ20_assemblies/25L_Day7_5_S82.fasta,found,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
