	index	PERMANOVA_PseudoF	p_value	unifrac_type	num_samples	num_sequences
2352	secG	2.933688935848826	0.016	unweighted	1175	1175
2353	yjdJ	4.34280585781139	0.001	unweighted	1189	1189
2354	yghD	2.5325686927932676	0.024	unweighted	1169	1169
2355	ilvI	2.7830448406607515	0.018	unweighted	1154	1154
2356	thiP	3.149576018756711	0.006	unweighted	1177	1177
2357	fliH	3.599481078008337	0.003	unweighted	1168	1168
2358	gspL	4.020920737688003	0.002	unweighted	1174	1174
2359	fabA	3.7902470446242105	0.001	unweighted	1160	1160
2360	metQ	4.006029015548897	0.004	unweighted	1183	1183
2361	nhaB	3.942483743390641	0.006	unweighted	1172	1172
2362	ytjC	2.9529432845615187	0.012	unweighted	1168	1168
2363	flgF	3.582354629229814	0.007	unweighted	1166	1166
2364	pabA	2.6489499833662307	0.029	unweighted	1168	1168
2365	rfaE	2.8975859865778713	0.013	unweighted	1166	1166
2366	eutB	2.775260832295227	0.01	unweighted	1172	1172
2367	mdoG	4.0186620890570195	0.002	unweighted	1160	1160
2368	yceJ	3.953814221101647	0.001	unweighted	1170	1170
2369	mrp	2.8541800839829885	0.017	unweighted	1167	1167
2370	yniD	3.4277718421650487	0.007	unweighted	1159	1159
2371	bcsQ	3.663418028141853	0.003	unweighted	1173	1173
2372	hyuA	3.8179671659797214	0.001	unweighted	1160	1160
2373	yhcC	2.041399008640271	0.049	unweighted	1164	1164
2374	seqA	3.195374582310722	0.012	unweighted	1176	1176
2375	fdnG_1	3.560410443176344	0.002	unweighted	1206	1206
2376	ydaN	4.3838365574176	0.001	unweighted	1150	1150
2377	ruvC	3.769153444987406	0.004	unweighted	1164	1164
2378	trmD	5.16437954776367	0.001	unweighted	1171	1171
2379	nuoH	3.109336194553551	0.011	unweighted	1159	1159
2380	kdpD	3.5437847722655937	0.001	unweighted	1163	1163
2381	yhjJ	2.7733089246579445	0.014	unweighted	1163	1163
2382	ppiA	3.2731704301372786	0.007	unweighted	1176	1176
2383	hipB	4.768060179001581	0.001	unweighted	1168	1168
2384	fixC	2.5069914358149976	0.025	unweighted	1165	1165
2385	rnr	3.239006475114889	0.007	unweighted	1152	1152
2386	nlpD	4.852187824803552	0.002	unweighted	1162	1162
2387	aroB	3.1183489308713264	0.011	unweighted	1168	1168
2388	thiD	3.3258771654324515	0.007	unweighted	1172	1172
2389	garR	2.218371117030304	0.044	unweighted	1166	1166
2390	glpR	2.8091209909253605	0.016	unweighted	1164	1164
2391	cueO	3.725548480999561	0.004	unweighted	1151	1151
2392	yjjP	3.30923744990053	0.009	unweighted	1164	1164
2393	ebgC	3.0146073161578006	0.012	unweighted	1176	1176
2394	mdtH	4.535709610063756	0.003	unweighted	1166	1166
2395	dgoR	3.3410771852406347	0.003	unweighted	1193	1193
2396	btuE	3.164555159431967	0.008	unweighted	1157	1157
2397	nanK_1	3.2631069153841303	0.003	unweighted	1204	1204
2398	metE	3.3658561063177452	0.006	unweighted	1154	1154
2399	gntR_1	6.310618291136516	0.001	unweighted	1208	1208
2400	hofM	3.665213369870754	0.005	unweighted	1175	1175
2401	yahF_1	3.88793485264868	0.001	unweighted	1206	1206
2402	sufD	3.5847173789577935	0.006	unweighted	1165	1165
2403	atpD	3.5356730476288467	0.002	unweighted	1177	1177
2404	bcsE	2.9549907575168746	0.013	unweighted	1167	1167
2405	mdtB	2.8752553999746087	0.01	unweighted	1149	1149
2406	slyB	4.042545032551668	0.003	unweighted	1167	1167
2407	rsgA	3.2574975453552883	0.011	unweighted	1172	1172
2408	nemR	3.7069897239555782	0.001	unweighted	1168	1168
2409	alaA	3.2280420350288583	0.006	unweighted	1155	1155
2410	tdk	5.007344872215461	0.001	unweighted	1175	1175
2411	yabI	2.9253724692178817	0.007	unweighted	1168	1168
2412	ymgC	5.013319637342678	0.001	unweighted	1174	1174
2413	fumA	3.671057312658044	0.003	unweighted	1158	1158
2414	aaeB_1	2.610578314096408	0.008	unweighted	1199	1199
2415	ybeY	3.7596507050782253	0.002	unweighted	1162	1162
2416	qseG	2.4677504904179477	0.024	unweighted	1165	1165
2417	msrB	4.172946341125674	0.003	unweighted	1165	1165
2418	htpX	3.779893896024168	0.002	unweighted	1169	1169
2419	pqiA_2	5.8868434073339335	0.001	unweighted	1201	1201
2420	btuF_1	3.8368889305912113	0.001	unweighted	1203	1203
2421	rimO	4.203327920974803	0.002	unweighted	1145	1145
2422	deoB	2.898350225249735	0.015	unweighted	1176	1176
2423	chbR	3.351900268216536	0.003	unweighted	1166	1166
2424	sgcC	4.710296808240823	0.001	unweighted	1163	1163
2425	cirA_4	4.413110350675469	0.001	unweighted	1198	1198
2426	coaE	3.7524581194270215	0.004	unweighted	1163	1163
2427	yidC	3.56717210140817	0.006	unweighted	1185	1185
2428	pgk	4.042661069276644	0.001	unweighted	1166	1166
2429	yeaI	3.9556598602093733	0.002	unweighted	1168	1168
2430	nuoB	3.0130305355057803	0.015	unweighted	1163	1163
2431	ccmF	3.4694023419780584	0.003	unweighted	1164	1164
2432	speC	4.218977865031044	0.002	unweighted	1161	1161
2433	yjcS	3.7598001608373006	0.003	unweighted	1159	1159
2434	malT	2.9606782284959197	0.01	unweighted	1157	1157
2435	ulaR	2.7620758751678447	0.018	unweighted	1172	1172
2436	glyQ	3.93531439672526	0.003	unweighted	1163	1163
2437	yghZ	2.476222494172367	0.022	unweighted	1178	1178
2438	secY	3.2929251126081094	0.006	unweighted	1164	1164
2439	arfA	3.6249704327118097	0.003	unweighted	1172	1172
2440	lemA	5.836995749158759	0.001	unweighted	1171	1171
2441	ygfT	2.7016719361800865	0.01	unweighted	1151	1151
2442	sspA	2.334084211381083	0.037	unweighted	1167	1167
2443	nanT_1	3.6641135536685665	0.002	unweighted	1211	1211
2444	glpX	2.8073760422978684	0.014	unweighted	1172	1172
2445	araF	4.011152298843489	0.003	unweighted	1162	1162
2446	ygbE	4.48981219533734	0.002	unweighted	1183	1183
2447	ykgO	3.7693033882000946	0.003	unweighted	1162	1162
2448	gltI	2.680388720825628	0.021	unweighted	1147	1147
2449	malX_1	2.5631706760152273	0.011	unweighted	1204	1204
2450	cbrA	3.647408740900642	0.001	unweighted	1171	1171
2451	yjiL	3.6083893064542414	0.002	unweighted	1175	1175
2452	yjgB	4.407685940330533	0.001	unweighted	1082	1082
2453	copA	3.979726082434087	0.001	unweighted	1144	1144
2454	truC	4.111587912548575	0.001	unweighted	1159	1159
2455	yfeO	2.6448386026396564	0.02	unweighted	1167	1167
2456	fbp	3.253502603082578	0.01	unweighted	1125	1125
2457	cusF	3.679445571142246	0.004	unweighted	1163	1163
2458	ypdE	3.0893878035421865	0.008	unweighted	1165	1165
2459	yaiP_2	4.62817323821527	0.001	unweighted	1110	1110
2460	cutA	3.3105030721035953	0.008	unweighted	1168	1168
2461	yqjF	2.9015523493892967	0.011	unweighted	1163	1163
2462	dld	2.817241309929161	0.022	unweighted	1150	1150
2463	cobS	3.2522291841258375	0.008	unweighted	1151	1151
2464	ydcX_2	4.24055079851285	0.001	unweighted	1165	1165
2465	pgpA	3.8046176311626896	0.006	unweighted	1169	1169
2466	iucD	2.7223530789198356	0.015	unweighted	1019	1019
2467	phnG	2.889422535561913	0.009	unweighted	1186	1186
2468	ybhA	3.8314279343653133	0.001	unweighted	1181	1181
2469	ampH	3.0642137385666617	0.012	unweighted	1152	1152
2470	purK	3.584475503551628	0.006	unweighted	1167	1167
2471	fimB_1	5.3768049240197335	0.001	unweighted	1202	1202
2472	torT	2.835637087558596	0.016	unweighted	1159	1159
2473	amyA	4.000711229760129	0.002	unweighted	1176	1176
2474	lacY	3.367780001233409	0.003	unweighted	1163	1163
2475	yncE	5.566819862647322	0.001	unweighted	1146	1146
2476	rpmI	3.9615248160033367	0.002	unweighted	1171	1171
2477	eamA	3.990478196953948	0.002	unweighted	1161	1161
2478	garD_2	5.372798392441993	0.001	unweighted	1205	1205
2479	yfcC_1	4.440749112776169	0.001	unweighted	1203	1203
2480	yphB_1	7.098776673040058	0.001	unweighted	1199	1199
2481	atoD	3.4221634923059288	0.004	unweighted	1164	1164
2482	era_5	3.803356291167528	0.001	unweighted	1154	1154
2483	creD	2.6653970070112187	0.021	unweighted	1161	1161
2484	ymgE_2	5.262182716081725	0.001	unweighted	1204	1204
2485	yohF_1	2.8958147784460326	0.016	unweighted	1204	1204
2486	rsxA	4.126273587693878	0.001	unweighted	1168	1168
2487	ynjF	4.24319085131975	0.004	unweighted	1177	1177
2488	yaiO_2	5.07804859037878	0.001	unweighted	1199	1199
2489	ycfH	3.5010728103274795	0.004	unweighted	1166	1166
2490	purA	2.7707753316791486	0.025	unweighted	1159	1159
2491	ybhK	3.444261971084854	0.006	unweighted	1150	1150
2492	ycaO	3.3289607969731065	0.006	unweighted	1154	1154
2493	sadB	2.886430558606285	0.013	unweighted	1156	1156
2494	manZ_2	5.593552575916329	0.001	unweighted	1205	1205
2495	rpmC	3.634446795783034	0.002	unweighted	1182	1182
2496	ttdA	2.58206594786425	0.017	unweighted	1175	1175
2497	ybfE	3.209994704761345	0.01	unweighted	1174	1174
2498	ybaB	4.029522275905522	0.002	unweighted	1161	1161
2499	minE	4.9216403983399895	0.001	unweighted	1170	1170
2500	agaR_3	7.587669392196043	0.001	unweighted	1140	1140
2501	ychF	5.562194974467475	0.001	unweighted	1160	1160
2502	mrcA	3.314904278254808	0.004	unweighted	1166	1166
2503	allS	3.7835804924865344	0.004	unweighted	1159	1159
2504	aam	3.8454693728236196	0.004	unweighted	1154	1154
2505	ybgO_1	4.634461523568402	0.001	unweighted	1204	1204
2506	mscL	4.08610524667825	0.003	unweighted	1171	1171
2507	nikD	3.049629883259504	0.005	unweighted	1175	1175
2508	bglA_2	3.413302161765218	0.001	unweighted	1204	1204
2509	rdgC_2	5.855622830331314	0.001	unweighted	1205	1205
2510	frdC	3.016573473912231	0.012	unweighted	1171	1171
2511	ykgE	4.177095851318241	0.001	unweighted	1176	1176
2512	pepQ	3.5110239439251645	0.002	unweighted	1169	1169
2513	hslO	3.2280600691106582	0.01	unweighted	1161	1161
2514	sdiA	4.708859517854551	0.001	unweighted	1167	1167
2515	hemE	2.534453175353485	0.031	unweighted	1173	1173
2516	kgtP_2	5.638340467729522	0.001	unweighted	1209	1209
2517	ypjA	4.152091746802318	0.002	unweighted	1175	1175
2518	phnM	2.7831417198033623	0.012	unweighted	1164	1164
2519	yqcE	4.3350305860111185	0.001	unweighted	1170	1170
2520	queA	3.874919651860253	0.002	unweighted	1159	1159
2521	murD	3.5621230965166424	0.004	unweighted	1155	1155
2522	uspB	3.0952438001678857	0.013	unweighted	1185	1185
2523	yeeR_2	10.602919511122831	0.001	unweighted	1066	1066
2524	gshA	4.799170244566585	0.001	unweighted	1149	1149
2525	talA	2.8159147097525206	0.018	unweighted	1166	1166
2526	atl	3.5681341317177915	0.004	unweighted	1179	1179
2527	purU	5.401876792470083	0.001	unweighted	1166	1166
2528	fepC_2	4.117005060310023	0.001	unweighted	1211	1211
2529	ung	3.0117201088519225	0.011	unweighted	1167	1167
2530	yaaA	2.8777960344409523	0.017	unweighted	1159	1159
2531	manY_1	7.4652986301214	0.001	unweighted	1205	1205
2532	hycB	4.075652049143302	0.001	unweighted	1171	1171
2533	fhuB	4.39345381209509	0.002	unweighted	1172	1172
2534	osmE	3.423264477651585	0.006	unweighted	1174	1174
2535	mtnA	4.000086775217168	0.001	unweighted	1160	1160
2536	yadI_2	8.242688762638336	0.001	unweighted	1206	1206
2537	pepE	2.8847604331583905	0.013	unweighted	1170	1170
2538	srlR_3	4.023889085095424	0.001	unweighted	1201	1201
2539	yfbV	2.7857310037186522	0.015	unweighted	1169	1169
2540	fepE	3.9412334644673916	0.001	unweighted	1156	1156
2541	yhhY_1	3.50152649874133	0.004	unweighted	1208	1208
2542	pikAV_1	3.5658195497116867	0.006	unweighted	1202	1202
2543	yjiR	3.668160753617151	0.002	unweighted	1162	1162
2544	rlmJ	2.5008552149227565	0.026	unweighted	1172	1172
2545	yhgF	3.8960014886418377	0.002	unweighted	1159	1159
2546	yjbR_2	3.4409745384330446	0.001	unweighted	1202	1202
2547	yiiE	1.9184073824143109	0.087	unweighted	1165	1165
2548	serC	3.2755143722678453	0.006	unweighted	1155	1155
2549	murP	3.053650415146079	0.008	unweighted	1174	1174
2550	gadE	2.7655642294214102	0.016	unweighted	1171	1171
2551	yebA	3.06373418116673	0.009	unweighted	1155	1155
2552	modB	3.962685178856398	0.002	unweighted	1175	1175
2553	ubiD	2.951984669669384	0.014	unweighted	1167	1167
2554	dctA	3.0408206384344125	0.003	unweighted	1160	1160
2555	hisJ	2.914658448291229	0.018	unweighted	1170	1170
2556	pflD	2.858401709212633	0.011	unweighted	1161	1161
2557	mtnK	4.180051087757966	0.003	unweighted	1154	1154
2558	rcsF	3.5051317619361106	0.007	unweighted	1193	1193
2559	ygeV	3.355911444304281	0.002	unweighted	1157	1157
2560	ydeA	3.865515497381122	0.001	unweighted	1170	1170
2561	carB	2.7441644095108666	0.018	unweighted	1143	1143
2562	lptE	3.5738784673228894	0.001	unweighted	1162	1162
2563	yebK	3.914441991114379	0.002	unweighted	1148	1148
2564	clpB	3.3752877207062943	0.004	unweighted	1156	1156
2565	glpT_2	2.6419224605721765	0.003	unweighted	1204	1204
2566	ykfF_2	4.943489762354082	0.001	unweighted	1196	1196
2567	yeeS_5	8.042434888176953	0.001	unweighted	1033	1033
2568	tig	4.018266770612667	0.002	unweighted	1173	1173
2569	yahB	3.570042409457819	0.005	unweighted	1164	1164
2570	yafL	4.152626616533872	0.003	unweighted	1167	1167
2571	dsdC	3.306915140296385	0.006	unweighted	1143	1143
2572	rsmJ	2.8500371094376056	0.016	unweighted	1184	1184
2573	hycH	4.050106800293936	0.004	unweighted	1169	1169
2574	ymdA	4.101616045998016	0.003	unweighted	1170	1170
2575	fimA_2	4.402749103891419	0.001	unweighted	1203	1203
2576	ispG	2.260843476903513	0.053	unweighted	1158	1158
2577	torR_3	5.325173075735371	0.001	unweighted	1212	1212
2578	acpT	2.6793928789764503	0.025	unweighted	1163	1163
2579	csgB	4.154464461558672	0.002	unweighted	1176	1176
2580	fadE	3.627400377270536	0.003	unweighted	1155	1155
2581	adk	4.175897677744734	0.001	unweighted	1170	1170
2582	tolC	2.5316293271958656	0.018	unweighted	1163	1163
2583	ygdI_1	3.6289127136387114	0.001	unweighted	1204	1204
2584	ycjG	5.111863041878727	0.001	unweighted	1160	1160
2585	rpoB	2.3717478205687503	0.033	unweighted	1168	1168
2586	phoE_2	4.784226636153737	0.001	unweighted	1205	1205
2587	ybjJ	3.911184348069677	0.003	unweighted	1149	1149
2588	nrdA	2.907975438685662	0.011	unweighted	1156	1156
2589	ampG_2	4.97032254482467	0.001	unweighted	1203	1203
2590	ynhG	4.003555885813266	0.002	unweighted	1175	1175
2591	aceA	3.6140876239034156	0.004	unweighted	1156	1156
2592	yhbT	2.868294129043554	0.02	unweighted	1177	1177
2593	xylR	3.255908074773814	0.008	unweighted	1161	1161
2594	yheS	2.9443619478148375	0.009	unweighted	1158	1158
2595	rnhB	3.9878270967827225	0.001	unweighted	1171	1171
2596	yegS	3.0373761774874835	0.01	unweighted	1179	1179
2597	dnaK	2.9630880042000403	0.013	unweighted	1159	1159
2598	lpxT	2.7551697340778984	0.018	unweighted	1169	1169
2599	qor	3.4713163616834484	0.005	unweighted	1156	1156
2600	ydiP	4.73298047103818	0.001	unweighted	1183	1183
2601	ariR	4.890921181680475	0.001	unweighted	1171	1171
2602	mntH	3.634311567251326	0.003	unweighted	1153	1153
2603	yfgD	2.8364391218653875	0.015	unweighted	1164	1164
2604	prfB	3.698474192174994	0.003	unweighted	1168	1168
2605	nanA_1	3.6822814842646485	0.002	unweighted	1205	1205
2606	dmsD	4.181352263888447	0.002	unweighted	1179	1179
2607	glmS	2.8770346250079313	0.011	unweighted	1165	1165
2608	frc	3.892616711485343	0.004	unweighted	1159	1159
2609	phr	3.3772604395712573	0.003	unweighted	1169	1169
2610	fenF	3.6977835670382495	0.002	unweighted	1162	1162
2611	ysgA_1	8.804299560673087	0.001	unweighted	1210	1210
2612	cysJ	3.9612035574408733	0.004	unweighted	1171	1171
2613	dnaA	2.6313678347031013	0.023	unweighted	1181	1181
2614	trpE	4.740218832467502	0.001	unweighted	1166	1166
2615	fsaB	2.7422659220745076	0.013	unweighted	1168	1168
2616	ygiM	3.232211066363431	0.009	unweighted	1180	1180
2617	papB_1	3.721908683384878	0.003	unweighted	1196	1196
2618	php_1	4.850555077081506	0.001	unweighted	1205	1205
2619	proA	3.5605678928459414	0.003	unweighted	1163	1163
2620	icd_2	5.375189787868451	0.001	unweighted	1201	1201
2621	dkgA_3	6.47518486284502	0.001	unweighted	1202	1202
2622	fecD_7	8.030194330404592	0.001	unweighted	1088	1088
2623	rpsT	3.51041845482572	0.003	unweighted	1170	1170
2624	grxA	3.3906843056201352	0.003	unweighted	1140	1140
2625	ydeN_2	3.499859066723783	0.001	unweighted	1203	1203
2626	insAB-1_2	2.461671868597538	0.035	unweighted	1204	1204
2627	rpoH	3.520719534622529	0.012	unweighted	1185	1185
2628	menC	2.959115965564497	0.007	unweighted	1162	1162
2629	ynfC	3.8212260991782268	0.001	unweighted	1174	1174
2630	ycjM	4.644795255019062	0.002	unweighted	1160	1160
2631	azoR	4.791426501005636	0.001	unweighted	1127	1127
2632	ybcI	3.4294975742141713	0.007	unweighted	1184	1184
2633	aceK	2.8315756434992156	0.013	unweighted	1150	1150
2634	pyrG	4.315491472694026	0.001	unweighted	1167	1167
2635	rbsB_1	8.602783927762284	0.001	unweighted	1209	1209
2636	pstC	3.1391899648482475	0.005	unweighted	1181	1181
2637	papA_2	4.9603587154001545	0.001	unweighted	1093	1093
2638	ydiN	3.3799153084529676	0.002	unweighted	1175	1175
2639	dapA_1	6.156807032131104	0.001	unweighted	1212	1212
2640	yhbJ	2.3280202485779187	0.045	unweighted	1158	1158
2641	yihF_2	7.246775725782122	0.001	unweighted	1203	1203
2642	argB	2.864697719177409	0.01	unweighted	1163	1163
2643	yggW	4.030229098251488	0.003	unweighted	1169	1169
2644	uxaA	2.596918492737778	0.021	unweighted	1166	1166
2645	mzrA	3.140115666051782	0.016	unweighted	1168	1168
2646	cyoB	3.9931682986437775	0.003	unweighted	1144	1144
2647	glxR	3.9123107291625154	0.003	unweighted	1155	1155
2648	agaC_1	2.8483861088836537	0.014	unweighted	1204	1204
2649	yadM	4.431906860898745	0.002	unweighted	1165	1165
2650	csiR	4.553283516795412	0.001	unweighted	1172	1172
2651	rbsA_2	9.217276370904724	0.001	unweighted	1211	1211
2652	yajC	3.7515857209495453	0.004	unweighted	1164	1164
2653	ybdM_2	5.619399375208401	0.001	unweighted	1198	1198
2654	kdsB_2	3.764212930116606	0.001	unweighted	1211	1211
2655	ribB	2.314536321029195	0.032	unweighted	1171	1171
2656	ybdZ	3.7270410774026033	0.001	unweighted	1171	1171
2657	nfo	2.631646054867095	0.017	unweighted	1168	1168
2658	topA	5.5739890192008605	0.001	unweighted	1170	1170
2659	upp	3.1516912936519583	0.008	unweighted	1171	1171
2660	hyaC	3.8883971414981215	0.001	unweighted	1173	1173
2661	rpsJ	4.058870224492143	0.002	unweighted	1179	1179
2662	yadG	4.1197393939924645	0.001	unweighted	1158	1158
2663	rraB	3.705358448796413	0.001	unweighted	1095	1095
2664	sucD_1	3.6014252714745667	0.001	unweighted	1211	1211
2665	yajI	3.59722817747393	0.006	unweighted	1177	1177
2666	ycjS	5.07264775180586	0.001	unweighted	1154	1154
2667	nadR_2	5.130402314324493	0.001	unweighted	1204	1204
2668	glcC	2.5350803902667485	0.031	unweighted	1167	1167
2669	umuC	4.67540149118869	0.001	unweighted	1173	1173
2670	moaD	3.3678452831891423	0.006	unweighted	1147	1147
2671	aidB	3.5829786841447295	0.002	unweighted	1154	1154
2672	pphB	4.502613142541767	0.001	unweighted	1174	1174
2673	ydgJ	4.035841473571963	0.002	unweighted	1164	1164
2674	mltF	2.979111877884874	0.008	unweighted	1169	1169
2675	xylF	3.185985500047105	0.01	unweighted	1169	1169
2676	yeiI	3.0094829441538806	0.008	unweighted	1165	1165
2677	glmM	2.72688501061728	0.015	unweighted	1164	1164
2678	tdcC	2.5543401233150953	0.024	unweighted	1174	1174
2679	yfjQ_2	4.371815421128096	0.001	unweighted	1208	1208
2680	yadD_3	5.786412671925263	0.001	unweighted	1203	1203
2681	argH	2.551509077583121	0.031	unweighted	1158	1158
2682	rob_2	3.5419783676211996	0.003	unweighted	1210	1210
2683	pncC_1	2.676344328023707	0.012	unweighted	1201	1201
2684	flu_2	3.8498682413976213	0.001	unweighted	1208	1208
2685	ygiS	3.0844678123301077	0.008	unweighted	1177	1177
2686	arnA	3.4410859114818964	0.003	unweighted	1165	1165
2687	epmC	2.8047582369951463	0.019	unweighted	1172	1172
2688	pnuC_1	3.3959848612878343	0.001	unweighted	1204	1204
2689	yfcA	3.0228224484959694	0.013	unweighted	1161	1161
2690	sdhB	3.6175941218719534	0.003	unweighted	1166	1166
2691	oxyR_2	4.485292104396412	0.001	unweighted	1210	1210
2692	hscB	2.720102018008547	0.02	unweighted	1154	1154
2693	yqjD_3	3.6995879819938846	0.004	unweighted	1203	1203
2694	rlpA	3.5246231444114726	0.006	unweighted	1165	1165
2695	yhaV	2.093618049549914	0.056	unweighted	1146	1146
2696	livH	3.2867381670943767	0.007	unweighted	1162	1162
2697	bglH_1	7.6929872043466485	0.001	unweighted	1203	1203
2698	rarA	4.41506627557312	0.002	unweighted	1160	1160
2699	yedQ	4.065480635615165	0.001	unweighted	1169	1169
2700	hdeB	2.7154109341813637	0.021	unweighted	1166	1166
2701	rhaS	2.9921362287237687	0.011	unweighted	1162	1162
2702	gspE_2	3.577302481058116	0.002	unweighted	1210	1210
2703	ybgF	3.1914526860450185	0.011	unweighted	1158	1158
2704	fucP_1	5.793477392498545	0.001	unweighted	1205	1205
2705	wcaD	2.6439539306756914	0.02	unweighted	1153	1153
2706	yciE	5.251176719932259	0.001	unweighted	1176	1176
2707	exoX	3.5620078761079896	0.006	unweighted	1160	1160
2708	bshB1_2	5.817817205199971	0.001	unweighted	1196	1196
2709	yobA	3.871502674486918	0.004	unweighted	1167	1167
2710	ugpE	2.936995742880885	0.013	unweighted	1162	1162
2711	ybiH	3.704328429583023	0.004	unweighted	1143	1143
