	sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate	observed_features	bin_name	outliers
24B_Day7_2	12986.24B.Day7.2	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-2_Day7	21.4	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24B_Day7_22	12986.24B.Day7.22	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-22_Day7	48.3	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		192	up_to-1000	no
24B_Day7_23	12986.24B.Day7.23	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-23_Day7	32.2	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		11	AZ20_main	no
24B_Day7_24	12986.24B.Day7.24	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-24_Day7	31.6	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
24B_Day7_3	12986.24B.Day7.3	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-3_Day7	57.3	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		13	AZ20_main	no
24B_Day7_4	12986.24B.Day7.4	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-4_Day7	45.9	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		11	AZ20_main	no
24B_Day7_5	12986.24B.Day7.5	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-5_Day7	82.0	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		11	AZ20_main	no
24B_Day7_6	12986.24B.Day7.6	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-6_Day7	34.1	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		17	AZ20_main	no
24B_Day7_7	12986.24B.Day7.7	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-7_Day7	35.4	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24B_Day7_9	12986.24B.Day7.9	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24B	10090.0	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24B	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24B-9_Day7	42.4	24B	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		11	AZ20_main	no
24L_Day7_1	12986.24L.Day7.1	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-1_Day7	39.0	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24L_Day7_10	12986.24L.Day7.10	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-10_Day7	74.2	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
24L_Day7_11	12986.24L.Day7.11	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-11_Day7	26.7	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
24L_Day7_12	12986.24L.Day7.12	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-12_Day7	37.5	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24L_Day7_13	12986.24L.Day7.13	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-13_Day7	52.3	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		23	middle	no
24L_Day7_14	12986.24L.Day7.14	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-14_Day7	31.7	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		15	AZ20_main	no
24L_Day7_15	12986.24L.Day7.15	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-15_Day7	38.5	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24L_Day7_16	12986.24L.Day7.16	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-16_Day7	58.4	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
24L_Day7_17	12986.24L.Day7.17	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-17_Day7	53.9	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24L_Day7_18	12986.24L.Day7.18	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-18_Day7	50.6	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		23	middle	no
24L_Day7_19	12986.24L.Day7.19	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-19_Day7	48.5	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		66	AZ51_main	no
24L_Day7_2	12986.24L.Day7.2	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-2_Day7	41.6	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24L_Day7_20	12986.24L.Day7.20	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-20_Day7	74.5	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		41	middle	no
24L_Day7_21	12986.24L.Day7.21	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-21_Day7	59.2	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		29	middle	no
24L_Day7_22	12986.24L.Day7.22	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-22_Day7	63.5	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		20	AZ20_main	no
24L_Day7_23	12986.24L.Day7.23	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-23_Day7	49.8	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24L_Day7_24	12986.24L.Day7.24	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-24_Day7	84.7	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		30	middle	no
24L_Day7_3	12986.24L.Day7.3	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-3_Day7	60.8	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24L_Day7_4	12986.24L.Day7.4	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-4_Day7	75.7	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24L_Day7_5	12986.24L.Day7.5	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-5_Day7	61.0	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24L_Day7_6	12986.24L.Day7.6	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-6_Day7	36.6	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		17	AZ20_main	no
24L_Day7_7	12986.24L.Day7.7	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-7_Day7	42.9	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		16	AZ20_main	no
24L_Day7_8	12986.24L.Day7.8	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-8_Day7	52.5	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		17	AZ20_main	no
24L_Day7_9	12986.24L.Day7.9	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24L	10090.0	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24L	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24L-9_Day7	49.4	24L	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		11	AZ20_main	no
24N_Day7_1	12986.24N.Day7.1	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090.0	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24N-1_Day7	17.7	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24N_Day7_10	12986.24N.Day7.10	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090.0	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24N-10_Day7	31.5	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
24N_Day7_11	12986.24N.Day7.11	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090.0	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24N-11_Day7	79.1	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24N_Day7_12	12986.24N.Day7.12	10.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090.0	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24N-12_Day7	97.8	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		22	middle	no
24N_Day7_13	12986.24N.Day7.13	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090.0	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24N-13_Day7	47.3	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
24N_Day7_14	12986.24N.Day7.14	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090.0	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24N-14_Day7	13.7	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		21	middle	no
24N_Day7_15	12986.24N.Day7.15	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090.0	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24N-15_Day7	49.3	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		12	AZ20_main	no
24N_Day7_16	12986.24N.Day7.16	14.0	24.0	Day7	7/19/17 10:00	7/12/17 0:00	RC	193.0	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	24N	10090.0	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	24N	C57Bl/6	12986.0	fecal culture	mouse gut metagenome	female	410661.0	24N-16_Day7	56.2	24N	A1	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0		23	middle	no
